Week,Cycle Phase,Starting BTC (BTC),BTC Growth (BTC),Net BTC Holdings (BTC),BTC Price USD,BTC Price EUR,Portfolio Value EUR,Contribution EUR,Contribution Fee EUR,Net Contribution BTC,Withdrawal EUR,Portfolio (Pre-Withdrawal) EUR
229,Bull,2.32849850,-0.00546382,2.38951506,1594.46,1504.20,3594.32,100.00,0.25,0.06648038,0,3502.53
230,Bull,2.38951506,0.00830755,2.45518818,1847.80,1743.21,4279.90,100.00,0.25,0.05736557,0,4165.42
231,Bull,2.45518818,0.00855518,2.51313216,2146.24,2024.75,5088.47,100.00,0.25,0.04938880,0,4971.14
232,Bull,2.51313216,0.00645627,2.57726284,1837.90,1733.87,4468.64,100.00,0.15,0.05767442,0,4357.45
233,Bull,2.57726284,0.00848365,2.63830951,2016.63,1902.48,5019.33,100.00,0.25,0.05256302,0,4903.19
234,Bull,2.63830951,0.00663920,2.70761179,1691.59,1595.84,4320.90,100.00,0.15,0.06266308,0,4210.31
235,Bull,2.70761179,0.00866529,2.77501742,1804.55,1702.41,4724.21,100.00,0.25,0.05874034,0,4609.46
236,Bull,2.77501742,0.00782837,2.84531296,1696.89,1600.84,4554.89,100.00,0.25,0.06246717,0,4442.36
237,Bull,2.84531296,-0.00903802,2.89527196,1796.70,1695.00,4907.49,100.00,0.25,0.05899702,0,4822.81
238,Bull,2.89527196,0.00833228,2.96510451,1723.57,1626.01,4821.29,100.00,0.25,0.06150027,0,4707.74
239,Bull,2.96510451,0.01019388,3.02896431,1975.18,1863.38,5644.11,100.00,0.25,0.05366592,0,5525.12
240,Bull,3.02896431,-0.01038351,3.06554533,2257.02,2129.27,6527.36,100.00,0.15,0.04696453,0,6449.47
241,Bull,3.06554533,0.01057007,3.11697754,2594.09,2447.25,7628.03,100.00,0.15,0.04086214,0,7502.16
242,Bull,3.11697754,0.00764533,3.17460097,2120.93,2000.88,6351.98,100.00,0.15,0.04997810,0,6236.69
243,Bull,3.17460097,0.01007290,3.23192753,2243.21,2116.24,6839.53,100.00,0.15,0.04725366,0,6718.21
244,Bull,3.23192753,-0.01203625,3.25795640,2784.70,2627.08,8558.90,100.00,0.15,0.03806511,0,8490.52
245,Bull,3.25795640,0.00867267,3.30952744,2470.96,2331.09,7714.81,100.00,0.15,0.04289837,0,7594.59
246,Bull,3.30952744,-0.01037302,3.34021476,2581.57,2435.44,8134.89,100.00,0.15,0.04106035,0,8060.15
247,Bull,3.34021476,0.01080852,3.38909058,2784.54,2626.93,8902.89,100.00,0.15,0.03806730,0,8774.50
248,Bull,3.38909058,0.01042293,3.43664708,2854.56,2692.98,9254.83,100.00,0.15,0.03713356,0,9126.76
249,Bull,3.43664708,0.00949007,3.48647877,2627.56,2478.83,8642.39,100.00,0.15,0.04034161,0,8518.86
250,Bull,3.48647877,0.00991437,3.53895264,2490.63,2349.65,8315.30,100.00,0.15,0.04255951,0,8192.01
251,Bull,3.53895264,0.01090436,3.59129440,2558.08,2413.28,8666.79,100.00,0.15,0.04143740,0,8540.48
252,Bull,3.59129440,0.01186175,3.64079323,2816.37,2656.95,9673.42,100.00,0.15,0.03763708,0,9541.91
253,Bull,3.64079323,0.01024708,3.69115773,2642.24,2492.68,9200.88,100.00,0.15,0.04011743,0,9075.34
254,Bull,3.69115773,0.00922703,3.74853018,2201.66,2077.04,7785.85,100.00,0.15,0.04814542,0,7666.68
255,Bull,3.74853018,0.01003718,3.81250919,1965.08,1853.85,7067.82,100.00,0.15,0.05394183,0,6949.21
256,Bull,3.81250919,-0.01177647,3.85312205,2023.31,1908.79,7354.78,100.00,0.15,0.05238932,0,7277.26
257,Bull,3.85312205,0.00907883,3.92890415,1589.13,1499.18,5890.12,100.00,0.15,0.06670328,0,5776.51
258,Bull,3.92890415,-0.01373430,3.97241431,1851.71,1746.89,6939.39,100.00,0.15,0.05724446,0,6863.38
259,Bull,3.97241431,0.01513388,4.03262560,2351.51,2218.41,8946.00,100.00,0.15,0.04507741,0,8812.43
260,Bull,4.03262560,-0.02122221,4.03710010,4125.04,3891.55,15710.57,100.00,0.15,0.02569671,0,15693.16
261,Bull,4.03710010,0.01206082,4.07496518,4107.85,3875.33,15791.83,100.00,0.15,0.02580425,0,15645.09
262,Bull,4.07496518,0.01322197,4.11204549,4442.89,4191.41,17235.26,100.00,0.15,0.02385834,0,17079.84
263,Bull,4.11204549,0.01284091,4.14780687,4624.69,4362.91,18096.51,100.00,0.15,0.02292048,0,17940.49
264,Bull,4.14780687,0.01406712,4.18214887,5228.15,4932.21,20627.25,100.00,0.15,0.02027488,0,20457.87
265,Bull,4.18214887,0.00903046,4.21934818,3763.02,3550.02,14978.77,100.00,0.15,0.02816886,0,14846.71
266,Bull,4.21934818,0.01860647,4.25711802,5531.39,5218.29,22214.87,100.00,0.15,0.01916337,0,22017.77
267,Bull,4.25711802,0.01743712,4.27455514,7552.17,7124.69,30454.86,100.00,0.15,0.01403571,100,30330.63
268,Bull,4.27455514,0.01644642,4.29100156,9685.69,9137.45,39208.80,100.00,0.15,0.01094398,100,39058.52
269,Bear,4.29100156,0.00397719,4.29497874,8977.34,8469.19,36375.01,100.00,0.15,0.01180750,100,36341.32
270,Bear,4.29497874,0.00522337,4.29049324,10917.86,10299.86,44191.50,100.00,0.15,0.00970887,200,44237.70
271,Bear,4.29049324,0.00398774,4.28403501,10147.45,9573.07,41011.36,100.00,0.15,0.01044597,200,41073.19
272,Bear,4.28403501,0.00538901,4.28111992,12764.78,12042.24,51554.29,100.00,0.15,0.00830410,200,51589.39
273,Bear,4.28111992,0.00356752,4.27472228,10637.06,10034.96,42896.68,100.00,0.10,0.00996516,200,42960.88
274,Bear,4.27472228,0.00478055,4.27059207,11895.73,11222.39,47926.25,100.00,0.15,0.00891076,200,47972.61
275,Bear,4.27059207,0.00488898,4.26769737,13618.24,12847.40,54828.81,100.00,0.15,0.00778368,200,54866.00
276,Bear,4.26769737,0.00543947,4.26702991,17357.36,16374.87,69872.05,100.00,0.10,0.00610692,200,69882.98
277,Bear,4.26702991,0.00650076,4.26952216,26443.71,24946.89,106511.31,100.00,0.10,0.00400852,200,106449.14
278,Bear,4.26952216,0.00453816,4.27028908,28107.51,26516.52,113233.22,100.00,0.07,0.00377123,200,113212.88
279,Bear,4.27028908,0.00528708,4.27253019,34800.11,32830.29,140268.43,100.00,0.07,0.00304597,200,140194.85
280,Bear,4.27253019,0.00349506,4.27230172,28467.57,26856.20,114737.79,100.00,0.07,0.00372353,200,114743.93
281,Bear,4.27230172,0.00515659,4.27437332,34359.85,32414.96,138553.63,100.00,0.07,0.00308500,200,138486.48
282,Bear,4.27437332,0.00309747,4.27321364,24899.27,23489.87,100377.24,100.00,0.07,0.00425715,200,100404.49
283,Bear,4.27321364,0.00508287,4.27471747,29616.97,27940.54,119437.90,100.00,0.07,0.00357903,200,119395.88
284,Bear,4.27471747,0.00496107,4.27659466,34372.28,32426.68,138675.77,100.00,0.07,0.00308388,200,138614.90
285,Bear,4.27659466,-0.00478503,4.26905343,38458.76,36281.85,154889.17,100.00,0.07,0.00275620,200,155162.78
286,Bear,4.26905343,0.00509854,4.27184418,45931.38,43331.49,185105.39,100.00,0.07,0.00230779,200,184984.46
287,Bear,4.27184418,0.00462969,4.27434446,49779.01,46961.33,200728.91,100.00,0.07,0.00212941,200,200611.49
288,Bear,4.27434446,0.00395555,4.27599897,46066.30,43458.77,185829.68,100.00,0.07,0.00230103,200,185757.77
289,Bear,4.27599897,-0.00460915,4.26925511,49655.36,46844.68,199991.89,100.00,0.07,0.00213471,200,200307.81
290,Bear,4.26925511,-0.00510308,4.26236612,59353.56,55993.92,238666.60,100.00,0.07,0.00178591,200,239052.35
291,Bear,4.26236612,0.00358541,4.26382843,49926.94,47100.89,200830.10,100.00,0.07,0.00212310,200,200761.22
292,Bear,4.26382843,-0.00416454,4.25749017,48764.29,46004.05,195861.77,100.00,0.07,0.00217372,200,196153.36
293,Bear,4.25749017,0.00290663,4.25721283,33291.80,31407.36,133707.82,100.00,0.07,0.00318397,200,133716.53
294,Bear,4.25721283,0.00489619,4.25934057,38288.64,36121.36,153853.19,100.00,0.07,0.00276844,200,153776.33
295,Bear,4.25934057,0.00367969,4.25981571,33077.94,31205.60,132930.11,100.00,0.07,0.00320455,200,132915.28
296,Bear,4.25981571,0.00387720,4.26017212,30106.87,28402.71,121000.44,100.00,0.07,0.00352079,200,120990.31
297,Bear,4.26017212,0.00375522,4.25993311,26538.32,25036.15,106652.31,100.00,0.07,0.00399422,200,106658.29
298,Bear,4.25993311,0.00383604,4.25933354,23897.55,22544.86,96026.07,100.00,0.07,0.00443560,200,96039.59
299,Bear,4.25933354,0.00449035,4.25961649,25193.68,23767.63,101240.97,100.00,0.10,0.00420740,200,101234.24
300,Bear,4.25961649,0.00408176,4.25930750,24141.73,22775.21,97006.64,100.00,0.07,0.00439074,200,97013.68
301,Bear,4.25930750,0.00410113,4.25884855,23245.17,21929.41,93394.02,100.00,0.10,0.00456009,200,93404.08
302,Bear,4.25884855,0.00394332,4.25786690,21523.00,20304.72,86454.79,100.00,0.10,0.00492496,200,86474.72
303,Bear,4.25786690,0.00597738,4.26033608,30214.93,28504.65,121439.39,100.00,0.10,0.00350820,200,121369.01
304,Bear,4.26033608,-0.00380947,4.25260321,27017.32,25488.03,108390.50,100.00,0.07,0.00392341,200,108587.59
305,Bear,4.25260321,0.00438223,4.25317808,27840.85,26264.96,111709.53,100.00,0.07,0.00380735,200,111694.44
306,Bear,4.25317808,0.00423918,4.25359734,27749.23,26178.52,111352.88,100.00,0.07,0.00381993,200,111341.90
307,Bear,4.25359734,0.00506177,4.25544908,33021.51,31152.37,132567.32,100.00,0.07,0.00321003,200,132509.63
308,Bear,4.25544908,0.00439467,4.25673541,34101.83,32171.54,136945.72,100.00,0.07,0.00310834,200,136904.33
309,Bear,4.25673541,0.00454712,4.25837269,36428.15,34366.18,146344.00,100.00,0.07,0.00290984,200,146287.73
310,Bear,4.25837269,0.00579796,4.26203348,49598.50,46791.03,199424.95,100.00,0.07,0.00213716,200,199253.66
311,Bear,4.26203348,0.00335252,4.26266905,39014.22,36805.87,156891.24,100.00,0.07,0.00271696,200,156867.85
312,Bear,4.26266905,0.00428520,4.26425157,39220.40,37000.38,157778.92,100.00,0.07,0.00270268,200,157720.37
313,Bear,4.26425157,0.00451099,4.26620772,41489.81,39141.33,166985.05,100.00,0.07,0.00255484,200,166908.49
314,Bear,4.26620772,0.00564390,4.26992042,54888.17,51781.29,221102.00,100.00,0.07,0.00193120,200,220909.75
315,Bear,4.26992042,0.00273977,4.26965041,35218.64,33225.14,141859.71,100.00,0.07,0.00300977,200,141868.68
316,Bear,4.26965041,-0.00353572,4.26248017,29164.76,27513.92,117277.56,100.00,0.07,0.00363452,200,117474.84
317,Bear,4.26248017,0.00409970,4.26280104,28051.00,26463.20,112807.37,100.00,0.07,0.00377883,200,112798.88
318,Bear,4.26280104,0.00387810,4.26252546,25519.53,24075.03,102620.41,100.00,0.07,0.00415368,200,102627.05
319,Bear,4.26252546,0.00454287,4.26317097,27197.92,25658.41,109386.19,100.00,0.07,0.00389736,200,109369.63
320,Bear,4.26317097,0.00411223,4.26324279,26234.97,24749.97,105515.14,100.00,0.07,0.00404041,200,105513.37
321,Bear,4.26324279,0.00360310,4.26206521,22172.59,20917.54,89151.92,100.00,0.07,0.00478068,200,89176.55
322,Bear,4.26206521,0.00443125,4.26189831,23052.74,21747.87,92687.20,100.00,0.10,0.00459815,200,92690.83
323,Bear,4.26189831,0.00401755,4.26103804,21731.03,20500.97,87355.41,100.00,0.10,0.00487782,200,87373.05
324,Bear,4.26103804,-0.00350162,4.25160072,17858.06,16847.23,71627.69,100.00,0.10,0.00593569,200,71786.68
325,Bear,4.25160072,0.00509823,4.25174895,21414.16,20202.03,85893.98,100.00,0.10,0.00495000,200,85890.98
326,Bear,4.25174895,-0.00465353,4.24257280,23437.77,22111.10,93807.97,100.00,0.10,0.00452261,200,94010.86
327,Bear,4.24257280,0.00397641,4.24172387,21967.36,20723.92,87905.16,100.00,0.10,0.00482534,200,87922.76
328,Bear,4.24172387,0.00505720,4.24273381,26190.59,24708.11,104829.91,100.00,0.10,0.00404725,200,104804.96
329,Bear,4.24273381,0.00481168,4.24397680,29702.74,28021.45,118922.39,100.00,0.07,0.00356869,200,118887.56
330,Bear,4.24397680,0.00443237,4.24499216,31021.30,29265.37,124231.28,100.00,0.07,0.00341701,200,124201.57
331,Bear,4.24499216,0.00465949,4.24653861,34050.33,32122.95,136411.36,100.00,0.07,0.00311304,200,136361.69
332,Bear,4.24653861,-0.00553012,4.23861802,44342.56,41832.61,177312.44,100.00,0.07,0.00239048,200,177643.78
333,Bear,4.23861802,0.00555728,4.24235204,58137.84,54847.01,232680.34,100.00,0.07,0.00182325,200,232475.54
334,Bear,4.24235204,0.00482797,4.24557792,66163.24,62418.15,265001.11,100.00,0.07,0.00160210,200,264799.76
335,Bear,4.24557792,0.00422574,4.24819404,65854.15,62126.56,263925.66,100.00,0.07,0.00160962,200,263763.13
336,Bear,4.24819404,0.00287504,4.24869069,44567.90,42045.19,178637.02,100.00,0.07,0.00237839,200,178616.14
337,Bear,4.24869069,-0.00259412,4.24220120,27211.82,25671.53,108903.78,100.00,0.07,0.00389537,200,109070.38
338,Bear,4.24220120,0.00444839,4.24293478,28534.45,26919.30,114216.81,100.00,0.07,0.00371481,200,114197.07
339,Bear,4.24293478,-0.00384268,4.23499036,25842.69,24379.89,103248.61,100.00,0.07,0.00410174,200,103442.29
340,Bear,4.23499036,0.00580762,4.23780694,35439.17,33433.18,141683.38,100.00,0.07,0.00299104,200,141589.21
341,Bear,4.23780694,0.00447258,4.23944549,37402.51,35285.39,149590.49,100.00,0.07,0.00283403,200,149532.67
342,Bear,4.23944549,0.00385524,4.24018427,34012.89,32087.63,136057.46,100.00,0.07,0.00311647,200,136033.76
343,Bear,4.24018427,0.00499362,4.24253164,40056.66,37789.30,160322.29,100.00,0.07,0.00264625,200,160233.58
344,Bear,4.24253164,-0.00295392,4.23577707,27890.00,26311.33,111448.91,100.00,0.07,0.00380064,200,111626.63
345,Bear,4.23577707,-0.00384611,4.22774526,25324.26,23890.81,101004.28,100.00,0.07,0.00418571,200,101196.17
346,Bear,4.22774526,0.00563940,4.23024672,33780.10,31868.02,134809.59,100.00,0.07,0.00313794,200,134729.87
347,Bear,4.23024672,0.00378589,4.23052637,30231.78,28520.55,120656.92,100.00,0.07,0.00350624,200,120648.94
348,Bear,4.23052637,0.00376464,4.23035085,26902.51,25379.72,107365.13,100.00,0.07,0.00394015,200,107369.58
349,Bear,4.23035085,0.00321344,4.22837727,20435.59,19278.86,81518.28,100.00,0.07,0.00518703,200,81556.33
350,Bear,4.22837727,0.00501541,4.22901962,24239.31,22867.28,96706.15,100.00,0.10,0.00437306,200,96691.47
351,Bear,4.22901962,0.00458607,4.22957309,26285.80,24797.92,104884.63,100.00,0.10,0.00403260,200,104870.90
352,Bear,4.22957309,0.00364097,4.22852956,22627.78,21346.96,90266.25,100.00,0.07,0.00468451,200,90288.52
353,Bear,4.22852956,0.00361596,4.22666741,19349.77,18254.50,77155.68,100.00,0.10,0.00547810,200,77189.68
354,Bear,4.22666741,-0.00501439,4.21703549,22955.96,21656.56,91326.49,100.00,0.10,0.00461754,200,91535.08
355,Bear,4.21703549,0.00422119,4.21664367,22978.55,21677.87,91407.87,100.00,0.10,0.00461300,200,91416.36
356,Bear,4.21664367,0.00511861,4.21796215,27893.78,26314.89,110995.21,100.00,0.10,0.00380013,200,110960.51
357,Bear,4.21796215,0.00449532,4.21889180,29727.96,28045.25,118319.86,100.00,0.07,0.00356567,200,118293.79
358,Bear,4.21889180,0.00450925,4.22006499,31773.97,29975.44,126498.32,100.00,0.07,0.00333606,200,126463.15
359,Bear,4.22006499,0.00443244,4.22132121,33372.99,31483.95,132903.88,100.00,0.07,0.00317622,200,132864.33
360,Bear,4.22132121,0.00364150,4.22128076,28789.06,27159.49,114647.84,100.00,0.07,0.00368195,200,114648.93
361,Bear,4.22128076,0.00453158,4.22238251,30905.30,29155.94,123107.53,100.00,0.07,0.00342983,200,123075.41
362,Bear,4.22238251,0.00405817,4.22287206,29703.36,28022.03,118333.47,100.00,0.07,0.00356862,200,118319.75
363,Bear,4.22287206,-0.00383354,4.21510747,26964.84,25438.52,107226.11,100.00,0.07,0.00393105,200,107423.63
364,Bear,4.21510747,0.00370063,4.21433055,23673.64,22333.62,94121.27,100.00,0.07,0.00447755,200,94138.62
365,Bear,4.21433055,-0.00580732,4.20527390,32622.12,30775.58,129419.75,100.00,0.10,0.00324933,200,129698.47
366,Bear,4.20527390,0.00224727,4.20144078,17433.08,16446.30,69098.15,100.00,0.07,0.00608040,200,69161.19
367,Bear,4.20144078,0.00442079,4.20008287,18343.22,17304.92,72682.11,100.00,0.10,0.00577870,200,72705.61
368,Bear,4.20008287,-0.00526931,4.19020744,23012.90,21710.29,90970.60,100.00,0.10,0.00460611,200,91185.00
369,Bear,4.19020744,-0.00430953,4.18141934,23668.22,22328.51,93364.88,100.00,0.10,0.00447858,200,93561.10
370,Bear,4.18141934,0.00417098,4.18110052,23609.11,22272.75,93124.59,100.00,0.10,0.00448979,200,93131.69
371,Bear,4.18110052,0.00407167,4.18056172,22991.18,21689.79,90675.52,100.00,0.10,0.00461046,200,90687.20
372,Bear,4.18056172,0.00394418,4.17961913,21691.20,20463.39,85529.19,100.00,0.10,0.00488678,200,85548.48
373,Bear,4.17961913,0.00404992,4.17862578,21018.10,19828.40,82855.46,100.00,0.10,0.00504327,200,82875.16
374,Bear,4.17862578,0.00495919,4.17933549,24944.26,23532.32,98349.45,100.00,0.10,0.00424948,200,98332.75
375,Bear,4.17933549,0.00306742,4.17661303,18307.80,17271.51,72136.40,100.00,0.10,0.00578988,200,72183.42
376,Bear,4.17661303,-0.00403264,4.16658379,17676.71,16676.14,69482.53,100.00,0.10,0.00599659,200,69649.78
377,Bear,4.16658379,-0.00483127,4.15658094,20496.65,19336.47,80373.59,100.00,0.10,0.00517158,200,80567.01
378,Bear,4.15658094,0.00480611,4.15691439,23699.55,22358.06,92940.55,100.00,0.10,0.00447266,200,92933.10
379,Bear,4.15691439,0.00493452,4.15808108,28132.87,26540.44,110357.32,100.00,0.10,0.00376783,200,110326.36
380,Bear,4.15808108,0.00332428,4.15669246,22491.49,21218.39,88198.31,100.00,0.07,0.00471289,200,88227.78
381,Bear,4.15669246,0.00361319,4.15488384,19550.65,18444.01,76632.73,100.00,0.10,0.00542181,200,76666.09
382,Bear,4.15488384,0.00502605,4.15542783,23649.87,22311.20,92712.59,100.00,0.10,0.00448205,200,92700.45
383,Bear,4.15542783,0.00355325,4.15373944,20222.68,19078.00,79245.04,100.00,0.10,0.00524164,200,79277.25
384,Bear,4.15373944,0.00349524,4.15100553,17016.76,16053.55,66638.36,100.00,0.10,0.00622915,200,66682.25
385,Bear,4.15100553,0.00471685,4.15024049,19336.39,18241.88,75708.20,100.00,0.10,0.00548189,200,75722.15
386,Bear,4.15024049,0.00296023,4.14551513,13792.04,13011.35,53938.77,100.00,0.10,0.00768559,200,54000.25
387,Bear,4.14551513,-0.00368201,4.13318003,12249.97,11556.57,47765.40,100.00,0.10,0.00865308,200,47907.95
388,Bear,4.13318003,0.00470741,4.13028990,13951.88,13162.15,54363.50,100.00,0.15,0.00759754,200,54401.54
389,Bear,4.13028990,0.00409462,4.12672078,13831.38,13048.47,53847.38,100.00,0.10,0.00766374,200,53893.95
390,Bear,4.12672078,0.00399270,4.12279250,13382.18,12624.70,52049.00,100.00,0.10,0.00792098,200,52098.60
391,Bear,4.12279250,0.00386731,4.11821555,12552.90,11842.36,48769.40,100.00,0.10,0.00844426,200,48823.60
392,Bear,4.11821555,0.00317673,4.12139227,9683.11,9135.01,37648.95,100.00,0.15,0.01094690,100,37619.94
393,Bear,4.12139227,0.00510017,4.11764636,11982.71,11304.45,46547.71,100.00,0.15,0.00884608,200,46590.05
394,Bear,4.11764636,0.00341820,4.12106456,9947.27,9384.22,38672.97,100.00,0.15,0.01065619,100,38640.89
395,Bear,4.12106456,0.00509146,4.11753084,12289.58,11593.95,47738.44,100.00,0.15,0.00862519,200,47779.41
396,Bear,4.11753084,-0.00453948,4.10516788,13548.96,12782.04,52472.43,100.00,0.15,0.00782348,200,52630.45
397,Bear,4.10516788,0.00448861,4.10250135,14814.51,13975.96,57336.38,100.00,0.10,0.00715515,200,57373.64
398,Bear,4.10250135,-0.00546578,4.09166507,19737.45,18620.24,76187.77,100.00,0.10,0.00537050,200,76389.54
399,Bear,4.09166507,0.00417700,4.09058129,20149.10,19008.59,77756.17,100.00,0.10,0.00526078,200,77776.78
400,Bear,4.09058129,0.00365783,4.08835595,18017.49,16997.63,69492.37,100.00,0.10,0.00588317,200,69530.20
401,Bear,4.08835595,0.00334499,4.08451032,14741.44,13907.02,56803.35,100.00,0.10,0.00719062,200,56856.83
402,Bear,4.08451032,0.00395967,4.08105268,14290.88,13481.97,55020.61,100.00,0.10,0.00741732,200,55067.23
403,Bear,4.08105268,0.00480543,4.07955890,16827.50,15875.00,64762.99,100.00,0.10,0.00629921,200,64786.70
404,Bear,4.07955890,0.00357351,4.07594115,14740.12,13905.77,56679.11,100.00,0.10,0.00719126,200,56729.42
405,Bear,4.07594115,0.00425982,4.07332013,15405.09,14533.11,59198.00,100.00,0.10,0.00688084,200,59236.09
406,Bear,4.07332013,0.00388317,4.06998550,14685.94,13854.66,56388.27,100.00,0.10,0.00721779,200,56434.47
407,Bear,4.06998550,-0.00544907,4.05914537,19662.15,18549.20,75293.89,100.00,0.10,0.00539107,200,75494.97
408,Bear,4.05914537,0.00476221,4.05931242,23067.74,21762.02,88338.85,100.00,0.10,0.00459516,200,88335.21
409,Bear,4.05931242,0.00350742,4.05750162,19931.50,18803.30,76294.41,100.00,0.10,0.00531822,200,76328.46
410,Bear,4.05750162,0.00541861,4.05893790,26617.60,25110.94,101923.74,100.00,0.10,0.00398233,200,101887.68
411,Bear,4.05893790,0.00398595,4.05886861,26138.98,24659.41,100089.32,100.00,0.07,0.00405525,200,100091.02
412,Bear,4.05886861,0.00491012,4.06042652,31621.01,29831.14,121127.14,100.00,0.07,0.00335220,200,121080.67
413,Bear,4.06042652,0.00440885,4.06174809,34334.38,32390.93,131563.78,100.00,0.07,0.00308728,200,131520.98
414,Bear,4.06174809,-0.00383075,4.05464389,32381.77,30548.84,123864.65,100.00,0.07,0.00327345,200,124081.67
415,Bear,4.05464389,-0.00403932,4.04731870,32259.37,30433.37,123173.56,100.00,0.07,0.00328587,200,123396.49
416,Bear,4.04731870,0.00410607,4.04818591,32727.62,30875.11,124988.19,100.00,0.07,0.00323885,200,124961.42
417,Bull,4.04818591,0.01249357,4.05753110,33668.14,31762.40,128876.92,100.00,0.07,0.00314838,200,128580.10
418,Bull,4.05753110,-0.01224210,4.04215850,33860.38,31943.76,129121.72,100.00,0.07,0.00313050,200,129612.78
419,Bull,4.04215850,0.01603897,4.05583062,44785.12,42250.11,171359.31,100.00,0.07,0.00236686,200,170781.66
420,Bull,4.05583062,-0.01348458,4.04021036,49632.94,46823.53,189176.91,100.00,0.07,0.00213568,200,189908.30
421,Bull,4.04021036,0.01304557,4.05127167,53420.48,50396.68,204170.64,100.00,0.07,0.00198426,200,203613.18
422,Bull,4.05127167,0.01210044,4.06137910,53185.87,50175.35,203781.12,100.00,0.07,0.00199301,200,203273.98
423,Bull,4.06137910,0.01161708,4.07090589,50710.56,47840.15,194752.77,100.00,0.07,0.00209029,200,194297.00
424,Bull,4.07090589,0.01356478,4.08258872,56324.70,53136.51,216934.50,100.00,0.07,0.00188195,200,216313.72
425,Bull,4.08258872,0.01221760,4.09291973,56185.95,53005.62,216947.74,100.00,0.07,0.00188659,200,216400.14
426,Bull,4.09291973,-0.01167754,4.07925846,53434.84,50410.23,205636.34,100.00,0.07,0.00198372,200,206325.01
427,Bull,4.07925846,0.01050649,4.08745435,45875.38,43278.66,176899.54,100.00,0.07,0.00231061,200,176544.84
428,Bull,4.08745435,-0.01073639,4.07407894,40166.46,37892.89,154378.62,100.00,0.07,0.00263902,200,154885.45
429,Bull,4.07407894,0.01211004,4.08352551,39797.74,37545.03,153316.10,100.00,0.07,0.00266347,200,152961.43
430,Bull,4.08352551,0.01141660,4.09208408,37088.44,34989.09,143178.31,100.00,0.07,0.00285803,200,142878.85
431,Bull,4.09208408,0.01148344,4.10051216,34693.22,32729.46,134207.54,100.00,0.07,0.00305535,200,133931.69
432,Bull,4.10051216,0.01286452,4.11045504,36280.97,34227.33,140689.92,100.00,0.07,0.00292164,200,140349.60
433,Bull,4.11045504,0.01276580,4.12039862,37559.15,35433.16,145998.73,100.00,0.07,0.00282222,200,145646.40
434,Bull,4.12039862,0.01094071,4.12815069,33243.03,31361.34,129464.36,100.00,0.07,0.00318864,200,129221.24
435,Bull,4.12815069,0.01311250,4.13825160,35197.30,33205.00,137410.63,100.00,0.07,0.00301159,200,137075.23
436,Bull,4.13825160,0.01572662,4.15160084,44586.83,42063.05,174629.00,100.00,0.07,0.00237738,200,174067.49
437,Bull,4.15160084,0.01398142,4.16346446,50051.97,47218.84,196593.94,100.00,0.07,0.00211780,200,196033.76
438,Bull,4.16346446,0.01349174,4.17499558,54064.60,51004.34,212942.89,100.00,0.07,0.00196062,200,212354.75
439,Bull,4.17499558,0.01256684,4.18560834,54245.27,51174.79,214197.61,100.00,0.07,0.00195409,200,213654.50
440,Bull,4.18560834,0.01970028,4.20406310,85104.88,80287.62,337534.22,100.00,0.07,0.00124552,200,336052.53
441,Bull,4.20406310,0.01242927,4.21522852,83870.58,79123.19,333522.31,100.00,0.07,0.00126385,200,332638.87
442,Bull,4.21522852,0.01387579,4.22795250,92029.08,86819.89,367070.36,100.00,0.07,0.00115181,200,365965.67
443,Bull,4.22795250,-0.01680845,4.21027488,121955.52,115052.37,484402.12,100.00,0.07,0.00086917,200,486435.97
444,Bull,4.21027488,0.01209404,4.22146118,116772.68,110162.91,465048.44,100.00,0.07,0.00090775,200,463816.13
445,Bull,4.22146118,0.01149935,4.23196081,106030.44,100028.72,423317.61,100.00,0.07,0.00099971,200,422267.35
446,Bull,4.23196081,0.01423325,4.24530233,118869.84,112141.36,476073.97,100.00,0.07,0.00089173,200,474577.83
447,Bull,4.24530233,0.01477647,4.25931021,137915.29,130108.76,554173.58,100.00,0.07,0.00076859,200,552351.03
448,Bull,4.25931021,0.01231654,4.27082937,132935.38,125410.74,535607.86,100.00,0.07,0.00079738,200,534163.24
449,Bull,4.27082937,0.01348674,4.28355860,139931.09,132010.46,565474.55,100.00,0.07,0.00075752,200,563794.16
450,Bull,4.28355860,0.01448057,4.29736691,157679.01,148753.78,639249.58,100.00,0.07,0.00067225,200,637195.54
451,Bull,4.29736691,0.00965468,4.30612393,118083.24,111399.29,479699.14,100.00,0.07,0.00089767,200,478723.61
452,Bull,4.30612393,0.01614377,4.32154937,147565.72,139212.95,601615.62,100.00,0.07,0.00071832,200,599468.20
453,Bull,4.32154937,-0.01387024,4.30700771,157873.28,148937.06,641473.05,100.00,0.07,0.00067142,200,643638.85
454,Bull,4.30700771,0.01877945,4.32532519,229453.43,216465.50,936283.68,100.00,0.07,0.00046197,200,932318.58
455,Bull,4.32532519,-0.01010228,4.31462953,178638.07,168526.48,727129.32,100.00,0.07,0.00059338,200,728931.82
456,Bull,4.31462953,0.01203103,4.32602216,166039.78,156641.30,677633.74,100.00,0.07,0.00063840,200,675849.18
457,Bull,4.32602216,-0.01436803,4.31107749,183822.77,173417.71,747617.17,100.00,0.07,0.00057664,200,750208.84
458,Bull,4.31107749,0.01267603,4.32316519,180167.16,169969.02,734804.17,100.00,0.07,0.00058834,200,732749.63
