Week,Cycle Phase,Starting BTC (BTC),BTC Growth (BTC),Net BTC Holdings (BTC),BTC Price USD,BTC Price EUR,Portfolio Value EUR,Contribution EUR,Contribution Fee EUR,Net Contribution BTC,Withdrawal EUR,Portfolio (Pre-Withdrawal) EUR
225,Bull,0.03107754,0.00009930,0.03115593,5069053.09,4782125.55,148991.57,100.00,0.07,0.00002091,200,148616.70
226,Bull,0.03115593,0.00010196,0.03123872,5529521.79,5216529.99,162957.71,100.00,0.07,0.00001917,200,162525.85
227,Bull,0.03123872,0.00008987,0.03130860,5302624.99,5002476.40,156620.53,100.00,0.07,0.00001999,200,156270.95
228,Bull,0.03130860,-0.00009455,0.03119419,5338093.19,5035936.97,157091.97,100.00,0.07,0.00001986,200,157668.13
229,Bull,0.03119419,-0.00012400,0.03105520,7073017.79,6672658.30,207220.76,100.00,0.07,0.00001499,200,208148.16
230,Bull,0.03105520,0.00009746,0.03113834,7399380.36,6980547.51,217362.68,100.00,0.07,0.00001433,200,216782.33
231,Bull,0.03113834,0.00009276,0.03121668,7347490.55,6931594.85,216381.35,100.00,0.07,0.00001443,200,215838.38
232,Bull,0.03121668,0.00009050,0.03129224,7100156.14,6698260.51,209603.61,100.00,0.07,0.00001493,200,209097.43
233,Bull,0.03129224,-0.00012527,0.03115579,9474394.26,8938107.79,278473.79,100.00,0.07,0.00001119,200,279693.45
234,Bull,0.03115579,0.00007612,0.03121817,7715614.78,7278881.86,227233.34,100.00,0.07,0.00001374,200,226779.30
235,Bull,0.03121817,0.00008853,0.03129216,7293484.29,6880645.56,215310.28,100.00,0.07,0.00001453,200,214801.14
236,Bull,0.03129216,0.00007834,0.03135309,6086560.34,5742038.05,180030.63,100.00,0.07,0.00001742,200,179680.79
237,Bull,0.03135309,0.00010165,0.03143863,6578051.89,6205709.33,195099.00,100.00,0.07,0.00001611,200,194568.16
238,Bull,0.03143863,0.00013235,0.03155950,9230901.54,8708397.68,274832.67,100.00,0.07,0.00001148,200,273780.09
239,Bull,0.03155950,0.00009736,0.03164570,9492711.71,8955388.40,283399.50,100.00,0.07,0.00001117,200,282627.57
240,Bull,0.03164570,-0.00010056,0.03153460,10054771.06,9485633.08,299125.61,100.00,0.07,0.00001054,200,300179.47
241,Bull,0.03153460,0.00010272,0.03162761,10917601.67,10299624.22,325752.49,100.00,0.07,0.00000971,200,324794.49
242,Bull,0.03162761,0.00008413,0.03170078,9679810.31,9131896.51,289488.28,100.00,0.07,0.00001095,200,288820.05
243,Bull,0.03170078,0.00011096,0.03180236,11293980.75,10654698.82,338844.56,100.00,0.07,0.00000939,200,337762.30
244,Bull,0.03180236,0.00009591,0.03188893,11353148.14,10710517.11,341546.93,100.00,0.07,0.00000934,200,340619.72
245,Bull,0.03188893,0.00011872,0.03200012,14088800.84,13291321.55,425323.95,100.00,0.07,0.00000752,200,423846.02
246,Bull,0.03200012,0.00010259,0.03209567,15055450.58,14203255.26,455863.01,100.00,0.07,0.00000704,200,454505.94
247,Bull,0.03209567,0.00006222,0.03214699,9728231.84,9177577.21,295031.50,100.00,0.07,0.00001090,200,294560.50
248,Bull,0.03214699,0.00009384,0.03222963,9465752.00,8929954.71,287809.16,100.00,0.07,0.00001120,200,287071.18
249,Bull,0.03222963,-0.00011377,0.03210634,11138237.49,10507771.22,337366.11,100.00,0.07,0.00000952,200,338661.60
250,Bull,0.03210634,0.00007796,0.03217255,9015225.55,8504929.77,273625.24,100.00,0.07,0.00001176,200,273062.19
251,Bull,0.03217255,0.00008427,0.03224334,7870952.06,7425426.47,239420.59,100.00,0.07,0.00001347,200,238894.87
252,Bull,0.03224334,0.00007867,0.03230546,6401762.78,6039398.85,195105.57,100.00,0.07,0.00001656,200,194730.42
253,Bull,0.03230546,0.00006195,0.03234150,4091885.13,3860268.99,124846.90,100.00,0.07,0.00002590,200,124707.77
254,Bull,0.03234150,0.00008612,0.03239843,3631863.65,3426286.46,111006.32,100.00,0.07,0.00002919,200,110811.26
255,Bull,0.03239843,0.00007360,0.03243350,2750303.62,2594626.05,84152.79,100.00,0.07,0.00003854,200,84061.82
256,Bull,0.03243350,0.00009284,0.03248594,2624180.37,2475641.86,80423.56,100.00,0.10,0.00004039,200,80293.72
257,Bull,0.03248594,0.00015668,0.03261749,4218771.69,3979973.30,129816.75,100.00,0.10,0.00002513,200,129293.18
258,Bull,0.03261749,0.00012776,0.03272601,5508366.79,5196572.44,170063.10,100.00,0.07,0.00001924,200,169499.17
259,Bull,0.03272601,0.00011191,0.03282104,6278759.03,5923357.58,194410.76,100.00,0.07,0.00001688,200,193847.88
260,Bull,0.03282104,0.00011852,0.03292553,7557663.79,7129871.50,234754.83,100.00,0.07,0.00001403,200,234009.81
261,Bull,0.03292553,0.00011188,0.03302504,8560514.46,8075957.03,266708.77,100.00,0.07,0.00001238,200,265905.20
262,Bull,0.03302504,0.00011093,0.03312491,9584725.34,9042193.72,299521.81,100.00,0.07,0.00001106,200,298618.77
263,Bull,0.03312491,-0.00011599,0.03299944,11186842.26,10553624.77,348263.75,100.00,0.07,0.00000948,200,349587.82
264,Bull,0.03299944,0.00011412,0.03310535,12896149.12,12166178.41,402765.59,100.00,0.07,0.00000822,200,401477.12
265,Bull,0.03310535,0.00010102,0.03319829,13117430.44,12374934.38,410826.65,100.00,0.07,0.00000808,200,409676.53
266,Bull,0.03319829,0.00007343,0.03326076,9671615.23,9124165.31,303476.68,100.00,0.07,0.00001096,200,302906.68
267,Bull,0.03326076,-0.00012086,0.03313085,11714911.28,11051803.09,366155.63,100.00,0.07,0.00000905,200,367591.38
268,Bull,0.03313085,0.00010071,0.03322263,11870668.63,11198743.99,372051.78,100.00,0.07,0.00000893,200,371023.91
269,Bear,0.03322263,0.00004138,0.03325684,14784598.41,13947734.35,463857.61,100.00,0.07,0.00000717,200,463380.48
270,Bear,0.03325684,0.00003403,0.03328386,15127403.52,14271135.39,474998.52,100.00,0.07,0.00000701,200,474612.90
271,Bear,0.03328386,-0.00004199,0.03323632,19084718.68,18004451.59,598401.69,100.00,0.07,0.00000555,200,599257.71
272,Bear,0.03323632,0.00002548,0.03325455,14629757.16,13801657.70,458967.93,100.00,0.07,0.00000725,200,458716.29
273,Bear,0.03325455,0.00002471,0.03326951,10872329.10,10256914.25,341242.56,100.00,0.07,0.00000975,200,341089.08
274,Bear,0.03326951,-0.00003257,0.03322699,10642200.45,10039811.75,333592.72,100.00,0.07,0.00000996,200,334019.67
275,Bear,0.03322699,0.00003602,0.03325382,11537552.13,10884483.14,361950.69,100.00,0.07,0.00000919,200,361658.60
276,Bear,0.03325382,-0.00003624,0.03320915,12574284.23,11862532.29,393944.64,100.00,0.07,0.00000843,200,394474.57
277,Bear,0.03320915,0.00003314,0.03323384,12546763.73,11836569.56,393374.67,100.00,0.07,0.00000845,200,393082.44
278,Bear,0.03323384,0.00002947,0.03325379,11126643.56,10496833.54,349059.46,100.00,0.07,0.00000953,200,348850.09
279,Bear,0.03325379,0.00003456,0.03327917,11562328.18,10907856.77,363004.47,100.00,0.07,0.00000917,200,362727.54
280,Bear,0.03327917,0.00002840,0.03329683,9867614.62,9309070.39,309962.57,100.00,0.07,0.00001074,200,309798.18
281,Bear,0.03329683,-0.00002591,0.03325712,7679885.55,7245175.05,240953.63,100.00,0.07,0.00001380,200,241241.39
282,Bear,0.03325712,0.00003844,0.03328361,8876548.04,8374101.92,278720.38,100.00,0.07,0.00001194,200,278498.48
283,Bear,0.03328361,0.00003335,0.03330505,8895550.88,8392029.13,279496.97,100.00,0.07,0.00001192,200,279317.06
284,Bear,0.03330505,-0.00003561,0.03325830,9511453.20,8973069.06,298429.00,100.00,0.07,0.00001114,200,298848.54
285,Bear,0.03325830,-0.00002513,0.03321842,7185723.74,6778984.66,225187.16,100.00,0.07,0.00001475,200,225457.49
286,Bear,0.03321842,0.00003540,0.03323998,7657509.47,7224065.54,240127.77,100.00,0.07,0.00001384,200,239972.04
287,Bear,0.03323998,-0.00002981,0.03319473,6867101.89,6478398.01,215048.69,100.00,0.07,0.00001544,200,215341.80
288,Bear,0.03319473,0.00003344,0.03321285,6917742.95,6526172.59,216752.78,100.00,0.07,0.00001532,200,216634.55
289,Bear,0.03321285,0.00004025,0.03324046,8384109.65,7909537.40,262916.65,100.00,0.07,0.00001264,200,262698.27
290,Bear,0.03324046,0.00002475,0.03324823,6242477.51,5889129.72,195803.13,100.00,0.07,0.00001698,200,195757.37
291,Bear,0.03324823,0.00003432,0.03326609,6442987.73,6078290.32,202200.96,100.00,0.07,0.00001645,200,202092.38
292,Bear,0.03326609,0.00003910,0.03329119,7572202.79,7143587.54,237818.53,100.00,0.07,0.00001400,200,237639.24
293,Bear,0.03329119,-0.00004387,0.03323670,9977357.39,9412601.31,312843.81,100.00,0.07,0.00001062,200,313356.70
294,Bear,0.03323670,0.00004330,0.03327184,12997316.56,12261619.40,407966.66,100.00,0.07,0.00000816,200,407535.77
295,Bear,0.03327184,-0.00002943,0.03323319,11497973.55,10847144.86,360485.21,100.00,0.07,0.00000922,200,360904.48
296,Bear,0.03323319,0.00002392,0.03324429,8274356.47,7805996.67,259504.85,100.00,0.07,0.00001281,200,259418.16
297,Bear,0.03324429,0.00004581,0.03328080,11400736.39,10755411.69,357948.72,100.00,0.07,0.00000930,200,357556.07
298,Bear,0.03328080,0.00003701,0.03330945,12679218.31,11961526.70,398431.93,100.00,0.07,0.00000836,200,398089.20
299,Bear,0.03330945,0.00003351,0.03333466,12757403.51,12035286.33,401192.18,100.00,0.07,0.00000831,200,400888.82
300,Bear,0.03333466,-0.00003449,0.03329214,13198652.13,12451558.62,414539.05,100.00,0.07,0.00000803,200,415068.48
301,Bear,0.03329214,0.00002757,0.03331002,10930837.45,10312110.80,343496.58,100.00,0.07,0.00000970,200,343312.25
302,Bear,0.03331002,-0.00002902,0.03326986,9523392.57,8984332.61,298907.53,100.00,0.07,0.00001113,200,299268.26
303,Bear,0.03326986,0.00003702,0.03329688,10597312.59,9997464.71,332884.42,100.00,0.07,0.00001000,200,332614.30
304,Bear,0.03329688,0.00004173,0.03333064,13282134.40,12530315.47,417643.38,100.00,0.07,0.00000798,200,417220.46
305,Bear,0.03333064,0.00002687,0.03334761,10707511.49,10101425.93,336858.37,100.00,0.07,0.00000990,200,336686.95
306,Bear,0.03334761,0.00003168,0.03336886,10171549.02,9595800.96,320200.97,100.00,0.07,0.00001042,200,319996.99
307,Bear,0.03336886,-0.00003272,0.03332551,9974797.97,9410186.76,313599.30,100.00,0.07,0.00001063,200,314007.23
308,Bear,0.03332551,0.00005116,0.03336975,15313271.72,14446482.76,482075.55,100.00,0.07,0.00000692,200,481436.45
309,Bear,0.03336975,-0.00003031,0.03333182,13908449.15,13121178.44,437352.79,100.00,0.07,0.00000762,200,437850.47
310,Bear,0.03333182,-0.00004954,0.03327715,20673712.39,19503502.26,649020.97,100.00,0.07,0.00000513,200,650087.27
311,Bear,0.03327715,0.00002650,0.03329721,16464611.56,15532652.42,517194.05,100.00,0.07,0.00000644,200,516882.40
312,Bear,0.03329721,0.00003157,0.03332200,15612602.05,14728869.86,490795.38,100.00,0.07,0.00000679,200,490430.33
313,Bear,0.03332200,0.00003311,0.03334827,15512541.14,14634472.78,488034.41,100.00,0.07,0.00000683,200,487649.88
314,Bear,0.03334827,0.00003417,0.03337577,15894267.59,14994592.06,500456.11,100.00,0.07,0.00000667,200,500043.76
315,Bear,0.03337577,0.00002400,0.03339050,11430540.82,10783529.08,360067.46,100.00,0.07,0.00000927,200,359908.63
316,Bear,0.03339050,0.00003375,0.03341507,11552509.71,10898594.06,364177.33,100.00,0.07,0.00000918,200,363909.54
317,Bear,0.03341507,0.00002751,0.03343144,9511360.14,8972981.26,299979.69,100.00,0.07,0.00001114,200,299832.84
318,Bear,0.03343144,0.00003068,0.03344997,8727509.64,8233499.66,275410.33,100.00,0.07,0.00001215,200,275257.76
319,Bear,0.03344997,-0.00003597,0.03340270,9385819.08,8854546.30,295765.80,100.00,0.07,0.00001129,200,296184.32
320,Bear,0.03340270,0.00004127,0.03343484,11597505.33,10941042.76,365812.00,100.00,0.07,0.00000914,200,365460.42
321,Bear,0.03343484,0.00002926,0.03345365,10148049.53,9573631.64,320272.92,100.00,0.07,0.00001045,200,320092.83
322,Bear,0.03345365,0.00003492,0.03347857,10593875.51,9994222.18,334592.24,100.00,0.07,0.00001001,200,334343.21
323,Bear,0.03347857,0.00003121,0.03349904,9874969.25,9316008.72,312077.35,100.00,0.07,0.00001073,200,311886.62
324,Bear,0.03349904,0.00002990,0.03351692,8814709.41,8315763.59,278718.75,100.00,0.07,0.00001203,200,278570.09
325,Bear,0.03351692,0.00003587,0.03354156,9434830.24,8900783.24,298546.12,100.00,0.07,0.00001123,200,298326.81
326,Bear,0.03354156,-0.00003143,0.03349814,8841163.25,8340720.05,279398.58,100.00,0.07,0.00001199,200,279760.73
327,Bear,0.03349814,0.00003358,0.03351976,8863914.07,8362183.08,280298.39,100.00,0.07,0.00001196,200,280117.55
328,Bear,0.03351976,0.00002868,0.03353446,7582835.78,7153618.66,239892.73,100.00,0.07,0.00001398,200,239787.59
329,Bear,0.03353446,0.00002906,0.03354738,6570025.81,6198137.55,207931.27,100.00,0.07,0.00001613,200,207851.18
330,Bear,0.03354738,-0.00003512,0.03349685,6877613.50,6488314.63,217338.10,100.00,0.07,0.00001541,200,217665.95
331,Bear,0.03349685,0.00003568,0.03351805,7324964.65,6910344.01,231621.28,100.00,0.07,0.00001447,200,231474.75
332,Bear,0.03351805,0.00002823,0.03352910,6168940.61,5819755.30,195131.15,100.00,0.07,0.00001718,200,195066.87
333,Bear,0.03352910,0.00003221,0.03354342,5925872.46,5590445.72,187522.67,100.00,0.07,0.00001789,200,187442.61
334,Bear,0.03354342,0.00003609,0.03356288,6375015.73,6014165.78,201852.71,100.00,0.07,0.00001663,200,201735.69
335,Bear,0.03356288,0.00003343,0.03357961,6349205.33,5989816.35,201135.70,100.00,0.07,0.00001670,200,201035.48
336,Bear,0.03357961,0.00002557,0.03358325,4834524.19,4560871.87,153168.91,100.00,0.07,0.00002193,200,153152.30
337,Bear,0.03358325,-0.00004363,0.03352275,6280968.95,5925442.41,198637.10,100.00,0.07,0.00001688,200,198995.63
338,Bear,0.03352275,-0.00002818,0.03347449,5280044.09,4981173.67,166742.25,100.00,0.07,0.00002008,200,166982.62
339,Bear,0.03347449,0.00003721,0.03349364,5869695.79,5537448.86,185469.34,100.00,0.07,0.00001806,200,185363.27
340,Bear,0.03349364,0.00002571,0.03349583,4506072.87,4251012.14,142391.19,100.00,0.07,0.00002352,200,142381.88
341,Bear,0.03349583,0.00003505,0.03350840,4715437.69,4448526.12,149063.01,100.00,0.07,0.00002248,200,149007.08
342,Bear,0.03350840,0.00003115,0.03351538,4384004.29,4135853.10,138614.69,100.00,0.07,0.00002418,200,138585.84
343,Bear,0.03351538,0.00003308,0.03352395,4326471.65,4081577.02,136830.60,100.00,0.07,0.00002450,200,136795.60
344,Bear,0.03352395,0.00003591,0.03353699,4634164.84,4371853.62,146618.81,100.00,0.07,0.00002287,200,146561.82
345,Bear,0.03353699,-0.00003961,0.03347801,5473728.15,5163894.48,172876.92,100.00,0.07,0.00001937,200,173181.47
346,Bear,0.03347801,0.00003614,0.03349621,5908427.64,5573988.34,186707.47,100.00,0.07,0.00001794,200,186606.04
347,Bear,0.03349621,0.00002705,0.03350104,4770861.63,4500812.86,150781.89,100.00,0.07,0.00002222,200,150760.16
348,Bear,0.03350104,-0.00003740,0.03344373,5326232.85,5024747.97,168046.33,100.00,0.07,0.00001990,200,168334.26
349,Bear,0.03344373,0.00003385,0.03345793,5391703.36,5086512.60,170184.18,100.00,0.07,0.00001966,200,170111.97
350,Bear,0.03345793,0.00002578,0.03345819,4154372.03,3919218.90,131129.98,100.00,0.07,0.00002552,200,131128.95
351,Bear,0.03345819,0.00004172,0.03347945,5179924.78,4886721.49,163604.73,100.00,0.07,0.00002046,200,163500.87
352,Bear,0.03347945,0.00002774,0.03348250,4292647.20,4049667.17,135592.98,100.00,0.07,0.00002469,200,135580.62
353,Bear,0.03348250,0.00002922,0.03348343,3746335.69,3534278.95,118339.77,100.00,0.07,0.00002829,200,118336.49
354,Bear,0.03348343,0.00002817,0.03347796,3151643.08,2973248.19,99538.29,100.00,0.07,0.00003363,200,99554.53
355,Bear,0.03347796,0.00004172,0.03349268,3927099.76,3704811.10,124084.07,100.00,0.10,0.00002699,200,124029.52
356,Bear,0.03349268,0.00003181,0.03349607,3729407.68,3518309.13,117849.52,100.00,0.07,0.00002842,200,117837.62
357,Bear,0.03349607,0.00002462,0.03348203,2741673.12,2586484.08,86600.74,100.00,0.07,0.00003866,200,86637.05
358,Bear,0.03348203,-0.00003444,0.03341000,2819875.83,2660260.22,88879.30,100.00,0.10,0.00003759,200,89070.91
359,Bear,0.03341000,0.00003432,0.03340773,2896716.95,2732751.84,91295.03,100.00,0.10,0.00003659,200,91301.25
360,Bear,0.03340773,0.00003237,0.03340233,2806630.69,2647764.80,88441.52,100.00,0.10,0.00003777,200,88455.81
361,Bear,0.03340233,0.00001798,0.03335016,1511055.14,1425523.72,47541.45,100.00,0.10,0.00007015,200,47615.81
362,Bear,0.03335016,0.00002662,0.03337678,1206099.66,1137829.87,37977.10,100.00,0.15,0.00008789,100,37946.81
363,Bear,0.03337678,0.00003450,0.03341129,1246768.74,1176196.93,39298.25,100.00,0.15,0.00008502,100,39257.67
364,Bear,0.03341129,0.00004169,0.03338485,1555794.28,1467730.45,48999.96,100.00,0.15,0.00006813,200,49038.76
365,Bear,0.03338485,0.00004005,0.03336809,1866229.53,1760593.90,58747.66,100.00,0.15,0.00005680,200,58777.16
366,Bear,0.03336809,0.00003775,0.03335563,2111190.58,1991689.22,66434.06,100.00,0.10,0.00005021,200,66458.87
367,Bear,0.03335563,-0.00003465,0.03327265,2193418.62,2069262.85,68849.86,100.00,0.10,0.00004833,200,69021.57
368,Bear,0.03327265,0.00003099,0.03325176,2043153.94,1927503.71,64092.90,100.00,0.10,0.00005188,200,64133.16
369,Bear,0.03325176,0.00003070,0.03322627,1886234.25,1779466.28,59125.02,100.00,0.10,0.00005620,200,59170.39
370,Bear,0.03322627,0.00003393,0.03320515,1925948.19,1816932.26,60331.52,100.00,0.10,0.00005504,200,60369.87
371,Bear,0.03320515,0.00003157,0.03317884,1831277.43,1727620.22,57320.44,100.00,0.10,0.00005788,200,57365.90
372,Bear,0.03317884,0.00003684,0.03316355,2033292.03,1918200.03,63614.32,100.00,0.10,0.00005213,200,63643.66
373,Bear,0.03316355,-0.00003694,0.03307981,2265058.95,2136848.06,70686.53,100.00,0.10,0.00004680,200,70865.47
374,Bear,0.03307981,0.00003651,0.03307392,2499998.35,2358489.01,78004.48,100.00,0.10,0.00004240,200,78018.37
375,Bear,0.03307392,0.00003877,0.03307653,2930866.20,2764968.11,91455.54,100.00,0.10,0.00003617,200,91448.33
376,Bear,0.03307653,0.00003977,0.03308621,3523744.53,3324287.29,109988.08,100.00,0.10,0.00003008,200,109955.88
377,Bear,0.03308621,-0.00002789,0.03302264,2970688.80,2802536.60,92547.15,100.00,0.07,0.00003568,200,92725.32
378,Bear,0.03302264,0.00003576,0.03302545,3217126.96,3035025.43,100233.08,100.00,0.10,0.00003295,200,100224.55
379,Bear,0.03302545,0.00003420,0.03302784,3331714.38,3143126.77,103810.68,100.00,0.07,0.00003182,200,103803.18
380,Bear,0.03302784,0.00003829,0.03303868,3862372.91,3643748.03,120384.63,100.00,0.07,0.00002744,200,120345.12
381,Bear,0.03303868,0.00003521,0.03304815,4116646.11,3883628.40,128346.72,100.00,0.07,0.00002575,200,128309.96
382,Bear,0.03304815,0.00003771,0.03306329,4697048.17,4431177.52,146509.29,100.00,0.07,0.00002257,200,146442.20
383,Bear,0.03306329,-0.00003434,0.03300722,4878385.59,4602250.55,151907.49,100.00,0.07,0.00002173,200,152165.53
384,Bear,0.03300722,0.00003281,0.03301816,4848804.16,4574343.55,151036.43,100.00,0.07,0.00002186,200,150986.36
385,Bear,0.03301816,-0.00002952,0.03296419,4335278.01,4089884.91,134819.75,100.00,0.07,0.00002445,200,135040.49
386,Bear,0.03296419,0.00003116,0.03296949,4098016.51,3866053.31,127461.79,100.00,0.07,0.00002587,200,127441.33
387,Bear,0.03296949,0.00004899,0.03300107,6089865.85,5745156.47,189596.34,100.00,0.07,0.00001741,200,189414.86
388,Bear,0.03300107,0.00002604,0.03300505,4805031.23,4533048.33,149613.50,100.00,0.07,0.00002206,200,149595.47
389,Bear,0.03300505,0.00004405,0.03303258,6413413.79,6050390.37,199859.99,100.00,0.07,0.00001653,200,199693.46
390,Bear,0.03303258,0.00002874,0.03304233,5580727.67,5264837.43,173962.48,100.00,0.07,0.00001899,200,173911.15
391,Bear,0.03304233,0.00004020,0.03306692,6790431.70,6406067.65,211828.94,100.00,0.07,0.00001561,200,211671.39
392,Bear,0.03306692,0.00003465,0.03308668,7116172.15,6713369.95,222123.12,100.00,0.07,0.00001490,200,221990.48
393,Bear,0.03308668,0.00003380,0.03310590,7270534.76,6858995.05,227073.24,100.00,0.07,0.00001458,200,226941.37
394,Bear,0.03310590,0.00003766,0.03313074,8269697.06,7801601.00,258472.83,100.00,0.07,0.00001282,200,258279.06
395,Bear,0.03313074,0.00002810,0.03314372,7012987.18,6616025.64,219279.73,100.00,0.07,0.00001511,200,219193.84
396,Bear,0.03314372,0.00003934,0.03317032,8323059.74,7851943.15,260451.49,100.00,0.07,0.00001274,200,260242.63
397,Bear,0.03317032,0.00003223,0.03318944,8085899.29,7628206.88,253175.91,100.00,0.07,0.00001311,200,253030.09
398,Bear,0.03318944,0.00003353,0.03320999,8168003.13,7705663.33,255904.99,100.00,0.07,0.00001298,200,255746.64
399,Bear,0.03320999,0.00002847,0.03322332,7001526.45,6605213.63,219447.10,100.00,0.07,0.00001514,200,219359.07
400,Bear,0.03322332,0.00002905,0.03323506,6122917.95,5776337.69,191976.92,100.00,0.07,0.00001731,200,191909.09
401,Bear,0.03323506,-0.00002730,0.03318668,5029053.31,4744389.92,157450.56,100.00,0.07,0.00002108,200,157680.07
402,Bear,0.03318668,-0.00002813,0.03313369,4262190.31,4020934.26,133228.38,100.00,0.07,0.00002487,200,133441.47
403,Bear,0.03313369,0.00003458,0.03314443,4447861.24,4196095.51,139077.20,100.00,0.07,0.00002383,200,139032.11
404,Bear,0.03314443,0.00003039,0.03314883,4077999.08,3847168.94,127529.14,100.00,0.07,0.00002599,200,127512.23
405,Bear,0.03314883,0.00003260,0.03315501,4011068.38,3784026.77,125459.43,100.00,0.07,0.00002643,200,125436.05
406,Bear,0.03315501,0.00003145,0.03315859,3804660.41,3589302.27,119016.22,100.00,0.07,0.00002786,200,119003.34
407,Bear,0.03315859,0.00002680,0.03315092,3075147.57,2901082.61,96173.57,100.00,0.07,0.00003447,200,96195.82
408,Bear,0.03315092,0.00003493,0.03315313,3239909.59,3056518.48,101333.17,100.00,0.10,0.00003272,200,101326.41
409,Bear,0.03315313,0.00003899,0.03316430,3810038.68,3594376.11,119204.97,100.00,0.07,0.00002782,200,119164.84
410,Bear,0.03316430,0.00002679,0.03315664,3077331.33,2903142.76,96258.46,100.00,0.07,0.00003445,200,96280.70
411,Bear,0.03315664,0.00004590,0.03317767,4260425.64,4019269.47,133349.98,100.00,0.10,0.00002488,200,133265.48
412,Bear,0.03317767,0.00002979,0.03317974,3824911.35,3608406.94,119726.00,100.00,0.07,0.00002771,200,119718.52
413,Bear,0.03317974,0.00003116,0.03318138,3591723.85,3388418.73,112432.42,100.00,0.07,0.00002951,200,112426.85
414,Bear,0.03318138,0.00003257,0.03318388,3525218.24,3325677.58,110358.89,100.00,0.07,0.00003007,200,110350.58
415,Bear,0.03318388,-0.00003169,0.03312070,3366024.85,3175495.14,105174.64,100.00,0.07,0.00003149,200,105375.25
416,Bear,0.03312070,0.00003177,0.03311964,3228511.83,3045765.88,100874.67,100.00,0.07,0.00003283,200,100877.91
417,Bull,0.03311964,-0.00011355,0.03297736,3689549.96,3480707.51,114784.55,100.00,0.07,0.00002873,200,115279.78
418,Bull,0.03297736,0.00007859,0.03301979,2930927.75,2765026.18,91300.57,100.00,0.07,0.00003617,200,91183.27
419,Bull,0.03301979,-0.00008933,0.03289035,2642948.83,2493347.95,82007.10,100.00,0.10,0.00004011,200,82329.82
420,Bull,0.03289035,0.00010283,0.03295470,2754299.95,2598396.18,85629.36,100.00,0.10,0.00003849,200,85462.17
421,Bull,0.03295470,-0.00009717,0.03281837,2707118.92,2553885.77,83814.37,100.00,0.10,0.00003916,200,84162.53
422,Bull,0.03281837,0.00008913,0.03286425,2450852.23,2312124.74,75986.26,100.00,0.10,0.00004325,200,75880.16
423,Bull,0.03286425,0.00011255,0.03293892,2797886.85,2639515.89,86942.81,100.00,0.10,0.00003789,200,86745.72
424,Bull,0.03293892,0.00008841,0.03298499,2503255.90,2361562.17,77896.10,100.00,0.10,0.00004234,200,77787.31
425,Bull,0.03298499,-0.00010907,0.03283750,2759205.46,2603024.02,85476.80,100.00,0.10,0.00003842,200,85860.72
426,Bull,0.03283750,0.00008764,0.03288196,2454713.80,2315767.73,76146.98,100.00,0.10,0.00004318,200,76044.02
427,Bull,0.03288196,0.00012746,0.03297600,3171706.18,2992175.64,98669.97,100.00,0.10,0.00003342,200,98388.59
428,Bull,0.03297600,0.00009067,0.03303019,2906796.82,2742261.15,90577.42,100.00,0.10,0.00003647,200,90428.79
429,Bull,0.03303019,0.00008863,0.03307806,2600037.81,2452865.86,81136.04,100.00,0.10,0.00004077,200,81018.64
430,Bull,0.03307806,0.00008453,0.03311473,2214832.12,2089464.26,69192.05,100.00,0.10,0.00004786,200,69115.42
431,Bull,0.03311473,-0.00011190,0.03296035,2494666.93,2353459.37,77570.84,100.00,0.10,0.00004249,200,77934.18
432,Bull,0.03296035,0.00009508,0.03301123,2398662.38,2262889.03,74700.75,100.00,0.10,0.00004419,200,74585.61
433,Bull,0.03301123,0.00009005,0.03305268,2181125.47,2057665.53,68011.37,100.00,0.10,0.00004860,200,67926.07
434,Bull,0.03305268,0.00008121,0.03307456,1786354.65,1685240.23,55738.57,100.00,0.10,0.00005934,200,55701.71
435,Bull,0.03307456,0.00010299,0.03312037,1854112.00,1749162.27,57932.91,100.00,0.10,0.00005717,200,57852.77
436,Bull,0.03312037,0.00011375,0.03318419,2122622.63,2002474.18,66450.48,100.00,0.10,0.00004994,200,66322.69
437,Bull,0.03318419,0.00009998,0.03323444,2131653.63,2010993.99,66834.25,100.00,0.10,0.00004973,200,66733.20
438,Bull,0.03323444,0.00008292,0.03325756,1772720.45,1672377.78,55619.20,100.00,0.10,0.00005980,200,55580.53
439,Bull,0.03325756,0.00007253,0.03324782,1288613.84,1215673.44,40418.49,100.00,0.10,0.00008226,200,40430.33
440,Bull,0.03324782,-0.00009598,0.03315184,1239989.46,1169801.37,38781.07,100.00,0.15,0.00008548,100,38893.35
441,Bull,0.03315184,0.00012007,0.03320111,1497017.05,1412280.24,46889.27,100.00,0.15,0.00007081,200,46819.69
442,Bull,0.03320111,0.00013013,0.03327704,1955850.28,1845141.78,61400.86,100.00,0.15,0.00005420,200,61260.75
443,Bull,0.03327704,-0.00008153,0.03312915,1597225.92,1506816.90,49919.56,100.00,0.10,0.00006637,200,50142.41
444,Bull,0.03312915,-0.00010725,0.03296040,1723626.76,1626062.98,53595.68,100.00,0.15,0.00006150,200,53870.08
445,Bull,0.03296040,0.00009421,0.03299006,1642154.63,1549202.48,51108.28,100.00,0.10,0.00006455,200,51062.33
446,Bull,0.03299006,0.00007945,0.03298909,1318239.20,1243621.89,41025.96,100.00,0.10,0.00008041,200,41027.16
